gene,importance,deceased_avg_expression,survivors_avg_expression
RABEP1,0.000629187,0.060388327,0.293289234
RABGAP1,0.000597822,0.048706977,0.195381811
RABGAP1L,0,0.030700952,0.145174881
RABGGTB,0,0.026567592,0.124299566
RABL6,0.000158295,0.04420766,0.22006191
RAC1,0,0.180003532,0.78995134
RAD23B,0.000573902,0.137056659,0.591405525
RAE1,0.000451742,0.0263353,0.133736708
RALA,0.000429412,0.044942805,0.196794331
RALB,0,0.038303802,0.166011359
RALBP1,0.000243834,0.054799758,0.24286392
RALY,0.000113428,0.080652596,0.399223695
RAN,0.000560368,0.12673415,0.59134099
RANBP10,0.000353966,0.017957116,0.076553008
RANBP2,0.000316655,0.087171374,0.378498085
RANBP3,0.000795846,0.031646297,0.15028705
RANGAP1,6.26E-05,0.067320578,0.337355403
RAP1A,0.00072641,0.039991631,0.168404346
RAP1B,0.000228569,0.027601985,0.120843778
RAP1GDS1,0,0.032297281,0.149148044
RAP2B,0.000184191,0.025589068,0.120162679
RAPGEF1,4.90E-05,0.051022742,0.216394518
RARG,6.04E-05,0.029675277,0.146504779
RARS1,0.000128403,0.041330205,0.188797125
RARS2,0.000288187,0.021916363,0.090996238
RASSF3,0,0.029541395,0.126409414
RB1CC1,0.000249834,0.054438686,0.225168567
RBBP5,0.000412068,0.025533131,0.115314266
RBBP6,0.000233848,0.048441372,0.204452088
RBCK1,6.13E-05,0.044973703,0.22030931
RBFOX2,0,0.057009615,0.232598808
RBM12,0.000501292,0.047127035,0.211490634
RBM14,1.32E-05,0.028713362,0.132895449
RBM15B,0.000160459,0.043096438,0.205525865
RBM17,7.95E-05,0.046301204,0.2032467
RBM18,0.000282239,0.026273929,0.113680018
RBM19,6.33E-05,0.015377151,0.071618452
RBM22,0.000288394,0.031023459,0.135790051
RBM23,0.000793396,0.040728624,0.187587748
RBM25,0.000186072,0.061154599,0.269812277
RBM26,0.000156753,0.034815074,0.148591599
RBM28,8.06E-05,0.019214738,0.087691326
RBM3,0.000438274,0.139737175,0.635428107
RBM33,0.000197129,0.027386098,0.118570721
RBM5,0.00028367,0.036373929,0.161756757
RBM6,0.000579846,0.039288553,0.178008113
RBM8A,0,0.04138318,0.185797896
RBMS2,7.38E-05,0.027077141,0.102329164
RBMX,0.000363889,0.104082826,0.462597083
RBPJ,0.000274843,0.056062136,0.223308566
RBSN,0.000736982,0.024560507,0.099429174
RBX1,0.000134415,0.028646233,0.134422396
RC3H1,0.000669788,0.026625736,0.111345087
RC3H2,0.000831552,0.039292504,0.157780216
RCC2,0.000332205,0.086073551,0.432660295
RCN2,0.000150376,0.035934365,0.166797046
RCOR1,0.000761327,0.030306314,0.134355315
RCOR3,0.000256415,0.034446654,0.165346511
RDH11,0.000132789,0.033029364,0.161857962
REEP3,7.77E-05,0.045703891,0.180671412
REEP5,0.000339337,0.153800519,0.672397607
RELA,3.83E-05,0.056418529,0.250770812
REPIN1,0.00035397,0.062073322,0.296213967
REPS1,7.99E-05,0.027415305,0.11510853
RER1,0.000397549,0.0548283,0.255917794
RERE,0.000662227,0.085953614,0.357481041
REST,0,0.034236251,0.152260555
RETREG2,9.27E-05,0.075087608,0.353544421
RETREG3,9.29E-05,0.054032895,0.265286533
RFC1,0.000138457,0.039459204,0.173733614
RFWD3,2.09E-06,0.0235287,0.107855363
RFX5,0.003311114,0.029962256,0.140002772
RGL2,0.000472624,0.05183762,0.274241806
RGS12,0.000680273,0.019319752,0.092495537
RHBDD1,8.68E-05,0.020883418,0.086517731
RHBDD2,0.000554226,0.05377794,0.250800931
RHEB,0.000124467,0.038433512,0.168237966
RHOC,0.00029174,0.075299723,0.384297695
RHOT1,0,0.026002073,0.113110855
RIF1,0.000236859,0.046748313,0.193636906
RIOK1,0,0.015107457,0.067891755
RIPK1,0.000383773,0.029407386,0.130469354
RIT1,0.000282092,0.02171866,0.098783884
RLIM,0.000596437,0.046576517,0.201339527
RMDN1,0.000434337,0.028842516,0.118020274
RMND5A,0.000405111,0.053089089,0.222136465
RMND5B,0.00035805,0.029413993,0.137153331
RNF10,0,0.098683499,0.440155863
RNF103,0.000274885,0.021438975,0.096142257
RNF11,0.000174161,0.067060115,0.273696504
RNF114,8.04E-05,0.054548544,0.252486564
RNF115,0,0.03901926,0.17969687
RNF13,0.000409072,0.035454865,0.147045881
RNF130,9.57E-05,0.04193516,0.175591074
RNF139,0.000421576,0.038422974,0.157947926
RNF14,0.000483255,0.037469547,0.1664222
RNF141,0.000110413,0.042105265,0.165650946
RNF146,0.000517111,0.020568282,0.086868088
RNF149,0.000143468,0.033358618,0.149058677
RNF167,0.000156789,0.054499158,0.253758127
RNF168,0.000263294,0.015776263,0.067475233
RNF187,4.27E-05,0.096908655,0.461416074
RNF19A,0.000367525,0.049919074,0.2232595
RNF20,7.52E-05,0.038698436,0.173466953
RNF216,0.000315732,0.033551494,0.150387623
RNF220,0.000558305,0.022109312,0.103845758
RNF24,0.001170935,0.028217621,0.124727028
RNF34,0.000921452,0.01852818,0.088680869
RNF4,0,0.042685309,0.192493701
RNF41,0.000991167,0.031175966,0.132263779
RNH1,0.000679778,0.073483677,0.35145905
RNPEP,0.000592825,0.046538219,0.234772669
RNPS1,0,0.08366202,0.392903966
RPA1,0.000417887,0.056091522,0.252232644
RPAP2,0.000354715,0.015269361,0.073253811
RPAP3,6.81E-05,0.019606987,0.088964913
RPE,0.000326052,0.021243826,0.093047225
RPL21,0.0002825,0.12211325,0.514421572
RPL22,0.00058434,0.081695449,0.342837372
RPL36AL,0.000319869,0.070536293,0.33954936
RPL39,0.000422039,0.071181777,0.304559423
RPL41,0,0.101122799,0.511069511
RPRD1A,9.65E-06,0.039600715,0.176621763
RPRD2,0.000434002,0.054238346,0.241258559
RPS15A,0.000455153,0.04035505,0.191837881
RPS23,0.000467569,0.074987231,0.320919104
RPS27L,0.000681092,0.032224128,0.141165553
RPTOR,0.000529085,0.020914985,0.104197117
RRAGA,0.000540886,0.049151106,0.210372844
RREB1,7.01E-06,0.040077442,0.181022554
RRM1,0,0.046005586,0.222366195
RRM2B,0,0.031591331,0.133351705
RRN3,0.000553935,0.041241177,0.178429697
RRP15,0.000480073,0.018790819,0.083717239
RRP1B,7.85E-05,0.033072854,0.146163108
RRP36,0.000196337,0.023559162,0.112794345
RSBN1L,0.000452427,0.02387754,0.104275276
RSL1D1,0.000443979,0.123824231,0.537030183
RSL24D1,0,0.055327414,0.219697644
RSPRY1,0.000468456,0.024688103,0.103636967
RSRC2,0.000734071,0.044063022,0.193688144
RSU1,0.00093809,0.059908928,0.235416083
RTCB,0,0.047281159,0.216917898
RTF1,0.00015747,0.051688135,0.229651302
RTF2,0,0.041929044,0.195179482
RTRAF,0,0.068396822,0.310723182
RUFY1,0.000404866,0.032440751,0.150220443
RUFY3,0.000960989,0.025255041,0.105631091
RUNDC1,0.000416847,0.0262572,0.125057003
RUNX1,5.14E-05,0.101156567,0.495467096
RWDD1,0.000652549,0.029971255,0.123671526
RXRA,0.000437189,0.058931154,0.259959001
RXRB,4.90E-05,0.026149674,0.120774956
RYBP,0.001252709,0.044088267,0.18796307
RYK,0.000224968,0.041146269,0.167769042
SACM1L,0,0.029271194,0.127596711
SAE1,0.000631798,0.054416372,0.264721704
SAFB,0.000195274,0.048496992,0.23818564
SAFB2,0.0008811,0.024918101,0.12234777
SAMD4B,0,0.068501779,0.293994012
SAMD8,0.000731065,0.026627095,0.104490849
SAMHD1,2.92E-05,0.061094643,0.262196216
SAP18,0.000187391,0.067655288,0.305992609
SAP30BP,0.000423526,0.030966733,0.148659207
SAP30L,0.000225747,0.029329143,0.119095144
SAR1B,0,0.04349071,0.196581037
SARS1,0.000502981,0.072058322,0.349489231
SART3,0.001159718,0.026612452,0.125501386
SAYSD1,0,0.017622382,0.083267351
SBDS,8.69E-05,0.047524488,0.178523487
SBF1,0.001700789,0.036666748,0.163209333
SBNO1,0.000344708,0.041102115,0.177252535
SCAF11,0.000457133,0.077039253,0.32111711
SCAF4,0.000133545,0.026051008,0.116087948
SCAF8,0.000855612,0.029015394,0.117292762
SCAMP1,0,0.044195213,0.195654164
SCAMP2,0.000362777,0.066543966,0.296693512
SCAMP3,0.000207605,0.053502801,0.257085887
SCAP,0.000597809,0.049102767,0.216255066
SCFD1,0.000521843,0.034910148,0.150367423
SCMH1,8.34E-05,0.024167683,0.105503809
SCYL2,0.000409616,0.041055348,0.174666785
SDAD1,0,0.032462023,0.136869396
SDC3,0.000952363,0.067471718,0.299937156
SDF4,0.00012089,0.066933443,0.322908125
SDHC,0.000673395,0.045946704,0.20531949
SEC11A,5.87E-05,0.064444625,0.28923393
SEC11C,0.000340528,0.026088775,0.127597633
SEC13,0.000145885,0.060830719,0.282964791
SEC14L1,3.78E-05,0.048005853,0.186071521
SEC22C,0.000279029,0.031067766,0.137800018
SEC23A,0.000161151,0.036466093,0.152997987
SEC23B,0,0.056283816,0.270294103
SEC23IP,0.000108215,0.043368367,0.182342093
SEC24B,0.001044932,0.033750769,0.137229026
SEC24D,0.00021897,0.04972799,0.246609749
SEC31A,0.000269314,0.147962484,0.64256489
SEC62,0.000904921,0.103869843,0.440340246
SECISBP2,0.00048077,0.031977507,0.143595431
SEH1L,7.76E-05,0.021957324,0.098114489
SEL1L,0.000194773,0.096123517,0.45309308
SELENOF,0.000146733,0.08448614,0.374105055
SELENOI,0.00077151,0.038163599,0.173224272
SELENON,0.001033959,0.060480186,0.273927333
SELENOT,7.05E-06,0.058763868,0.28157547
SELENOW,0.00022064,0.094596093,0.426958353
SEM1,0.000717062,0.041768891,0.204935872
SENP2,0.000561826,0.027360055,0.117564321
SENP5,0.000540941,0.023135579,0.101337664
SENP6,0,0.052076927,0.216816878
SEPHS1,0.000338058,0.042535958,0.188358871
SEPHS2,0.000256367,0.074767,0.352654955
SEPTIN11,0.00093651,0.082613163,0.335442927
SEPTIN2,6.68E-05,0.233999712,0.99231634
SEPTIN7,0.001089458,0.099242751,0.40539722
SEPTIN8,0.000220463,0.046923718,0.220074315
SERBP1,0.000409726,0.157432556,0.721972193
SERINC3,0,0.126951351,0.522121438
SERP1,0.000490495,0.134783175,0.644938457
SERPINB1,0.000831035,0.036612113,0.17043859
SERPINB6,0,0.056708412,0.275892676
SESTD1,0.00021049,0.047016584,0.197188318
SETD1B,6.90E-05,0.027964633,0.12951358
SETD2,0.000580334,0.05543397,0.242559056
SETD3,0.000511663,0.040792817,0.174053325
SETD5,0,0.074367388,0.333007742
SETX,0.000260559,0.061444014,0.260391761
SF1,0,0.123075972,0.542952009
SF3A1,0.000375702,0.076147031,0.335432081
SF3A3,0.000227483,0.048969078,0.219915646
SF3B2,0.000208542,0.130130942,0.640085353
SF3B3,7.59E-05,0.099108999,0.454025196
SF3B4,3.49E-06,0.064108504,0.297471773
SF3B6,0,0.037255917,0.165478714
SFPQ,0.0002219,0.161703901,0.760975247
SFSWAP,0,0.024075871,0.113316042
SFT2D2,0.000776564,0.059295417,0.261668572
SFXN3,0.001172517,0.030228354,0.131175834
SGPL1,0.000272394,0.063183658,0.307195325
SGSM2,0,0.028149915,0.131527668
SH3BP2,0.000517784,0.034123397,0.136768081
SH3BP5L,0.00138117,0.026974784,0.132880433
SH3GL1,8.21E-05,0.041716936,0.187253898
SH3GLB1,0.002269617,0.08004187,0.314211728
SHC1,0.000587482,0.05748927,0.263669231
SHISA5,0.000184086,0.096147844,0.467547051
SHOC2,0,0.040292773,0.184685711
SIAH2,0.000778254,0.038299993,0.240686365
SIDT2,0.00053013,0.038710068,0.159449871
SIK3,0.000473024,0.029852465,0.133148372
SIKE1,0.000677489,0.022008233,0.098253207
SIN3A,0.000378733,0.056627722,0.250859811
SIN3B,0,0.029651132,0.135902384
SIPA1L3,8.19E-05,0.045135406,0.231094609
SKI,7.10E-05,0.061927954,0.244408429
SKIV2L,7.34E-05,0.028648988,0.142540102
SKP1,0.000372224,0.113573069,0.493630842
SLAIN2,0.000700959,0.040978714,0.172118229
SLBP,0.000299461,0.027616009,0.127867669
SLC11A2,5.35E-05,0.048531671,0.205539454
SLC15A4,0.000179974,0.017083786,0.07369322
SLC20A1,0.000471467,0.039745341,0.194104005
SLC20A2,0.000362737,0.041443516,0.1695726
SLC25A12,0.000567004,0.016578495,0.072412313
SLC25A16,9.52E-05,0.017974528,0.073452346
SLC25A36,0,0.044179668,0.177865815
SLC25A44,0,0.029427333,0.13771668
SLC25A46,0.000299839,0.029418234,0.123018131
SLC30A1,9.84E-05,0.03601276,0.173801497
SLC30A5,0.000500989,0.02942905,0.12814682
SLC30A6,0,0.024697926,0.10529437
SLC30A7,7.25E-05,0.026940907,0.122685827
SLC30A9,0.000287952,0.047029254,0.206497431
SLC31A1,0.000210006,0.039722306,0.174850516
SLC35A4,0.001071893,0.057568615,0.249234787
SLC35C2,0.00035845,0.035444844,0.156334914
SLC35E1,0.000753173,0.048863316,0.214166389
SLC35E2B,5.15E-05,0.030050835,0.149717568
SLC35F5,0,0.056292428,0.239092051
SLC35F6,0.000590961,0.049370519,0.224225205
SLC37A3,0,0.023931428,0.101277214
SLC38A10,0.000226621,0.062663512,0.309379903
SLC39A10,0,0.02290988,0.107214464
SLC39A7,0.000249083,0.107265003,0.526511186
SLC39A9,0,0.072790784,0.341662116
SLC3A2,0.000140068,0.099014168,0.465156031
SLC44A1,0,0.103333979,0.459487169
SLC4A1AP,0.000216161,0.018747893,0.084879647
SLC5A6,0.000100109,0.070250206,0.289788647
SLC9A1,0.000738018,0.044422146,0.202025331
SLF2,5.83E-05,0.025991658,0.112397526
SLK,0.000270638,0.062198621,0.247600666
SLMAP,0.000462357,0.041429393,0.176466277
SLTM,0.000486383,0.057014351,0.254765258
SLU7,0.001253722,0.033884133,0.142815984
SMAD2,0.000227282,0.060388584,0.24923621
SMAD3,0.000149218,0.037053823,0.156652554
SMAD5,0,0.046188989,0.187743291
SMAP2,0,0.03161182,0.148944811
SMARCA2,0.000210865,0.100215888,0.416677112
SMARCA4,0.000311099,0.093812589,0.436549907
SMARCA5,0.000121357,0.078971344,0.340226076
SMARCAL1,0.00078204,0.017142971,0.077142368
SMARCB1,0,0.038786591,0.186663041
SMARCC1,0.000851987,0.096320602,0.45281147
SMARCC2,0.000150178,0.052816809,0.236198234
SMARCD1,0.00011508,0.035926661,0.16084539
SMC1A,0.00015996,0.080706517,0.372470099
SMC3,7.26E-05,0.049203544,0.211861229
SMC5,0.000151238,0.027468755,0.117140621
SMCHD1,5.27E-05,0.041002199,0.175211215
SMG1,0.000712347,0.086582472,0.378344875
SMG5,0,0.073544862,0.350634756
SMG7,0.000288215,0.073726673,0.343749221
SMG9,8.16E-05,0.01911657,0.091946912
SMIM12,0.000212138,0.01696769,0.077393443
SMIM15,0.000541816,0.031515882,0.143010564
SMIM7,0.00060301,0.019030973,0.083509026
SMNDC1,0.000152352,0.019647276,0.082375921
SMS,0.000942698,0.061687645,0.294587693
SMU1,0.000713195,0.04802115,0.212795663
SMUG1,0.000194544,0.01557636,0.080073641
SNAP29,0,0.026191967,0.124926425
SNAP47,0.00033693,0.022800156,0.111876142
SNAPC3,0.000418278,0.0229976,0.092647227
SND1,0.000924555,0.135535371,0.634619596
SNRK,0.001118985,0.021962208,0.083659744
SNRNP200,0.001085692,0.185862468,0.817773622
SNRNP40,0,0.022472581,0.108419534
SNRNP70,0.001268808,0.077214231,0.40493851
SNRPB2,0.000343821,0.034001817,0.156148339
SNRPD1,0,0.026648905,0.13083873
SNRPD3,0.000289685,0.029248334,0.130777402
SNU13,0.000678542,0.059544631,0.274227683
SNW1,0.000430918,0.030615849,0.143849333
SNX1,6.18E-05,0.077143596,0.330114262
SNX12,0.002164261,0.037169386,0.163919903
SNX13,0.000318561,0.029355865,0.124775562
SNX14,2.48E-05,0.034305129,0.150025231
SNX17,0,0.065111679,0.293244966
SNX19,0.000309534,0.055662618,0.236972354
SNX2,7.87E-05,0.042335363,0.180670139
SNX27,0.00024938,0.041108622,0.189603946
SNX33,0,0.029907148,0.124974062
SNX5,0.000412787,0.054374991,0.232754441
SNX6,8.01E-05,0.038067502,0.165393995
SNX9,0.001543906,0.056241975,0.223089876
SOD1,0.000408175,0.115722056,0.530907658
SOGA1,0,0.071304759,0.334904751
SON,0.001051803,0.161160212,0.684713623
SOS1,0.000473768,0.044438997,0.164015254
SOS2,0.000228057,0.033703969,0.132640872
SP1,0,0.090978639,0.386006185
SP100,0.000578851,0.04643369,0.204552125
SP3,0,0.071813079,0.31043831
SPAG9,0,0.059879996,0.251730026
SPAST,0.00021444,0.017001382,0.07331275
SPCS1,0,0.052469319,0.253909863
SPCS3,0.000429222,0.067951845,0.3037531
SPECC1L,0.00047602,0.021709014,0.102470588
SPEN,0.000220903,0.060876378,0.259367761
SPG11,0.000157415,0.049125302,0.211892385
SPG21,0.000689398,0.053593058,0.244195081
SPG7,0,0.034924403,0.164162542
SPIDR,0.000274789,0.036607966,0.170716079
SPIN1,0.000380904,0.076383942,0.330565149
SPOP,0.000195823,0.040222111,0.188460337
SPPL2A,0.000326394,0.041285194,0.172612324
SPPL3,0.000502097,0.042024485,0.177735717
SPRING1,0.000223359,0.031151587,0.148444824
SPTLC1,0.000140684,0.048481935,0.206194298
SPTLC2,0.000359781,0.087958228,0.377887572
SPTSSA,0,0.043900485,0.191531042
SREBF2,0.000199272,0.083412781,0.392028733
SREK1,0.000376198,0.042922498,0.191548062
SRF,0.000859794,0.042189229,0.174213067
SRI,9.64E-05,0.039343285,0.175991631
SRP14,8.23E-05,0.11979763,0.535462847
SRP54,0,0.04107046,0.191761437
SRP68,0.000152674,0.056928659,0.267447294
SRP72,0.000227146,0.082916915,0.357137528
SRP9,0.000569658,0.122664064,0.571917384
SRPK1,0.000358857,0.020252717,0.095792589
SRPK2,0.001421604,0.038824535,0.172629334
SRPRB,0.000360503,0.043455189,0.204848103
SRRM1,0,0.052417676,0.22087166
SRRT,0.001192394,0.054817427,0.272688761
SRSF1,0.000176082,0.038764945,0.172653478
SRSF10,0.000143084,0.060592928,0.261380247
SRSF11,0.000177445,0.08058461,0.365496278
SRSF2,0,0.057800268,0.259508421
SRSF3,0.000111683,0.151162114,0.659655511
SRSF4,0.000200991,0.050272987,0.220574287
SRSF5,0.001041229,0.104892249,0.421652932
SRSF6,0.0006542,0.085211409,0.366227826
SRSF7,0.000203382,0.066755853,0.284578159
SS18,0.000267008,0.056403245,0.263179988
SSB,0.000428967,0.044712107,0.191668458
SSBP1,0.000398978,0.034518008,0.16251741
SSBP3,0,0.038421513,0.164078663
SSH1,5.74E-05,0.031619032,0.136073491
SSR1,0.000293604,0.116193395,0.519260196
SSR3,0.000269737,0.110200807,0.502699191
SSU72,0.000201264,0.065838144,0.301080565
ST13,0.000272286,0.150316413,0.625459332
ST3GAL1,0.00027413,0.069618539,0.306825684
STAB1,0.000880057,0.037515086,0.135560713
STAG2,0.000316526,0.077497669,0.318269954
STAM2,7.11E-05,0.027212008,0.11605434
STAMBP,0.000587424,0.028187286,0.124667996
STARD7,0.000212644,0.100952534,0.445391463
STAT2,3.44E-05,0.065403915,0.300910561
STAT6,0.000163707,0.086019473,0.369991856
STAU2,0.000871623,0.031451341,0.139924361
STIM1,7.24E-05,0.045855143,0.194939562
STK25,6.76E-05,0.040527982,0.18559297
STK3,0,0.023608427,0.097746329
STK35,0.000398099,0.0333263,0.150715681
STK38,0.000114508,0.039255059,0.167956643
STK38L,0,0.035962079,0.163287559
STK4,5.87E-05,0.031751298,0.140825585
STK40,0.000532173,0.037127432,0.150876091
STMP1,0.000207123,0.038322582,0.173959094
STRIP1,0.000261525,0.018367915,0.084253718
STRN,0,0.037705716,0.152522619
STT3A,0.000529987,0.104752364,0.468888855
STT3B,0.000268331,0.120118605,0.530347281
STX12,0.000935103,0.038338412,0.150249428
STX16,0.000289344,0.036214148,0.158553584
STX17,0.000717563,0.02562743,0.108344273
STX18,7.43E-05,0.016549521,0.079028052
STX3,0.000154361,0.025929147,0.124093096
STX5,0.00026606,0.029707967,0.135959388
STX6,0.000161374,0.034887627,0.160907731
STX7,0.00128964,0.039644716,0.150442743
SUCLA2,0.00030427,0.022905986,0.090522068
SUCLG1,0.000136787,0.044781781,0.180192093
SUCLG2,0.000140767,0.04205245,0.190321302
SUCO,0.000363325,0.063488322,0.295783965
SUDS3,0.000431032,0.042432601,0.194391784
SUGP2,6.79E-05,0.047957728,0.223971185
SUGT1,7.50E-05,0.029014666,0.125436093
SUMF1,0.000540068,0.033838932,0.15508277
SUMO1,0.000359745,0.059665281,0.268035765
SUMO2,0.000461292,0.072866236,0.341374588
SUMO3,7.15E-05,0.068728943,0.315210399
SUN1,0.000126806,0.071514532,0.293936594
SUPT16H,0.00019957,0.089830023,0.425171504
SUPT6H,0.000185065,0.08631471,0.412652105
SUPT7L,0.000281205,0.022157217,0.095920768
SUPV3L1,0,0.018523719,0.073665909
SURF4,0,0.154413471,0.670766757
SUSD6,0.000238286,0.061210233,0.281015162
SWAP70,0.000834073,0.051702038,0.208852175
SYF2,0.000327743,0.029485286,0.129439002
SYMPK,0,0.049633146,0.24312541
SYNCRIP,0,0.111201173,0.462807413
SYNJ2BP,0.000250436,0.02671899,0.117551418
SYNRG,0.000637761,0.030225017,0.134415868
SYPL1,0.000976064,0.08681306,0.357438498
SYS1,0.000880903,0.023279815,0.108352107
SZRD1,0.000278965,0.049310736,0.227501031
TAB2,0.00119244,0.067058555,0.263208346
TADA2B,0.000382392,0.026615215,0.122896637
TAF15,7.90E-05,0.066848755,0.319304866
TAF1D,0.000845791,0.025398938,0.097637204
TAF5L,0.000475898,0.021194829,0.099791968
TAF7,0.00030294,0.066998681,0.29218604
TAF8,0,0.016557063,0.072304441
TAF9B,0.000995688,0.024733865,0.103021076
TALDO1,0.000302401,0.087875942,0.416945063
TAOK2,5.08E-05,0.042652317,0.203910718
TAOK3,0.000260704,0.030083295,0.127442771
TARDBP,7.99E-05,0.044370756,0.207953279
TARS1,0.000132788,0.058489772,0.259939847
TASOR,0.000295038,0.049465875,0.2173511
TBC1D10B,0.000266171,0.037751208,0.184365432
TBC1D15,0.002146776,0.03200893,0.131847037
TBC1D16,0.000725011,0.064762011,0.315112405
TBC1D20,0.00040206,0.037408155,0.159048441
TBC1D22A,0.000420243,0.016886096,0.078491686
TBC1D23,0.000368397,0.025860718,0.10916834
TBC1D24,1.22E-05,0.019515157,0.083322111
TBC1D5,0.000224516,0.043346881,0.171855043
TBC1D9B,0.000189114,0.101192294,0.450546202
TBCA,0,0.039832492,0.191147529
TBCD,0,0.048618709,0.248703565
TBK1,0.000586691,0.019250673,0.087816013
TBL1X,0.000516927,0.033358134,0.140559919
TBL2,0.00038658,0.030840584,0.144481073
TCEA1,0.000308637,0.049744039,0.219778501
TCERG1,0.000208704,0.030396455,0.133521491
TCF12,2.56E-05,0.051890074,0.219491434
TCF25,0.00041493,0.043016257,0.195759898
TCF3,0.000438129,0.044365618,0.212374028
TCP1,0.000392804,0.102603029,0.420932816
TCTN3,0.00122593,0.035906727,0.149903565
TDP2,0.000144352,0.024201858,0.111517949
TENT2,0.000295197,0.028948558,0.124274079
TEP1,0.000321401,0.024817481,0.113276228
TERF2IP,0.000939922,0.035979666,0.152869917
TEX10,0.000157898,0.016030771,0.065522388
TEX2,0.000505009,0.056501063,0.254942774
TEX261,0.000925462,0.060023929,0.242307049
TFAM,0.000350105,0.030777448,0.130506181
TFDP1,0.000366799,0.049144138,0.234107797
TFDP2,0.000207969,0.032385862,0.132025249
TFG,0.000269928,0.071491772,0.319104607
TGFBR1,0.000403023,0.04786727,0.203900903
TGFBRAP1,0.000548411,0.024122379,0.105478995
TGIF1,0.000160447,0.039132532,0.183751362
TGOLN2,0.000322311,0.185298239,0.763940819
THAP12,0,0.030503694,0.149046577
THOC1,4.01E-05,0.014886863,0.071304772
THOC2,0.000346878,0.042813931,0.186587489
THOC7,0.00037842,0.024776046,0.111637016
THRA,0.00015354,0.033652732,0.123279536
THRAP3,0,0.101921338,0.468463927
THUMPD1,0,0.048216788,0.207091059
THUMPD3,0.000117484,0.019839042,0.091054988
TIA1,7.05E-05,0.046460096,0.199306758
TIAL1,0.000842683,0.043462495,0.186646104
TIMM10B,0.001105352,0.020282505,0.087101603
TIMM17A,0.000358225,0.038639369,0.189666428
TIMM23,0.000229459,0.031936167,0.13998147
TIMMDC1,0.000307611,0.03228495,0.148602587
TINF2,0.000338286,0.030433945,0.140951196
TIPRL,0.000145802,0.036989174,0.162830496
TJP1,0.000575388,0.060768279,0.235072625
TLE3,0.000556499,0.06830036,0.355347571
TLE5,0,0.090125417,0.419489849
TLK1,0.000229558,0.044976359,0.188077675
TLK2,0.000764568,0.021139547,0.101282516
TM2D3,7.44E-05,0.022106902,0.093984556
TM7SF3,0.000652151,0.037393941,0.174851287
TM9SF3,0.000273568,0.165040996,0.678452137
TM9SF4,0.000223027,0.064581108,0.300729479
TMBIM1,0.00021436,0.092614956,0.354706601
TMCC1,5.62E-05,0.027468378,0.125555951
TMCO1,0.000357965,0.086061037,0.392111618
TMCO3,7.24E-05,0.046172981,0.225034367
TMED3,0,0.088783385,0.41805643
TMED4,0,0.064932038,0.30285311
TMED5,0.000114579,0.040395986,0.168146911
TMED7,0,0.056362868,0.248829
TMED8,8.37E-05,0.023938915,0.109200126
TMED9,0,0.10129222,0.494704509
TMEM106B,0.000199747,0.049339901,0.208074108
TMEM106C,7.40E-05,0.044794237,0.225223359
TMEM109,0.000311241,0.074604351,0.324310561
TMEM127,0.000493542,0.080873539,0.364990841
TMEM131,0.000635684,0.049699528,0.209209509
TMEM14B,6.75E-05,0.018871777,0.093620225
TMEM14C,0.000789131,0.050744178,0.236338262
TMEM164,0.000575924,0.037982386,0.216615045
TMEM165,0.000201998,0.048373768,0.209582026
TMEM167A,0.000562048,0.061350308,0.258143339
TMEM167B,0.000495925,0.03731769,0.161646426
TMEM168,0.0003605,0.022409107,0.091303174
TMEM181,0.002002888,0.050983758,0.214964004
TMEM183A,0.000587101,0.026297036,0.121807809
TMEM184B,0.00034979,0.051398743,0.243126683
TMEM185B,0.000202062,0.034464755,0.148623785
TMEM214,0.000909063,0.075940764,0.328022368
TMEM219,0,0.060453986,0.290826003
TMEM230,0.000360662,0.068818585,0.291930677
TMEM245,0.000530391,0.056310735,0.207944959
TMEM248,0.000186445,0.087769931,0.389423718
TMEM263,7.23E-05,0.041802404,0.193615807
TMEM268,0,0.027346056,0.134220639
TMEM30A,0,0.108884508,0.474787621
TMEM33,0.000354226,0.045618476,0.208212235
TMEM39A,0.000490842,0.020673499,0.093223194
TMEM41A,0.000261928,0.020214083,0.088612573
TMEM43,8.16E-05,0.057313333,0.221734381
TMEM50A,0.000538968,0.076064484,0.331293791
TMEM50B,0.000198611,0.0306112,0.135161584
TMEM59,0.000253571,0.174467133,0.777633443
TMEM63A,0,0.054825948,0.241336411
TMEM63B,0.000630356,0.038228582,0.195764622
TMEM87A,0.000175864,0.059409782,0.252899352
TMEM87B,0.000173865,0.042386291,0.196686402
TMEM9,0.0004693,0.068603434,0.356743649
TMEM9B,0.000741293,0.037627682,0.174284011
TMOD3,0.000164018,0.041271136,0.174345334
TMPO,0.000292426,0.057296431,0.262662432
TMTC3,0.000200079,0.024058906,0.106982568
TMX1,0.000576957,0.028946045,0.137816719
TMX3,0.000249294,0.031581196,0.130935749
TNFAIP1,0.000475683,0.039678779,0.167584389
TNFRSF1A,0.00051626,0.071122635,0.306090898
TNIP1,0,0.070322164,0.318223311
TNK2,0.00032615,0.037392171,0.184917509
TNKS,0.000517496,0.033583161,0.146341753
TNKS1BP1,0.000100126,0.124497075,0.611795265
TNKS2,0.000290605,0.049329359,0.199357005
TNPO1,0.000322036,0.073167469,0.326330649
TNPO2,0.000886865,0.055679937,0.235285238
